numbers,Fe-Fe bond,Fe-C bond,1-fold,2-fold,3-fold,4-fold,5-fold,location,ads,ads(mass),Eb(eV)
1,2.404567483,2.315116881,0,0,1,0,0,0,8,16,-4.378794095
2,2.404938912,2.31529184,1,0,1,0,0,0,8,16,-5.241230201
3,2.405869298,2.315632284,1,0,2,0,0,0,8,16,-4.767591643
97,2.431437249,2.345898813,6,13,67,7,1,0,8,16,-3.963562636
100,2.431714239,2.34571691,7,14,67,7,2,0,8,16,-3.958510193
107,2.433147863,2.347180678,7,17,69,9,2,0,8,16,-3.900838138
113,2.436383337,2.354247755,7,20,71,10,2,0,8,16,-3.878790528
132,2.439840168,2.361251465,9,21,84,11,3,0,8,16,-3.967682859
152,2.453264229,2.365081924,12,24,96,12,3,0,8,16,-4.003353701
162,2.453301307,2.339875661,12,28,102,11,4,0,8,16,-4.095128295
167,2.457175702,2.340758218,12,31,100,13,3,0,8,16,-4.122355964
181,2.456988782,2.328723129,11,43,98,18,2,0,8,16,-4.091648705
183,2.457350876,2.32362418,11,42,103,16,2,0,8,16,-4.086277899
184,2.459520964,2.325313671,11,44,102,16,2,0,8,16,-4.086267121
186,2.457415166,2.324523246,12,42,105,16,2,0,8,16,-4.068476741
193,2.460101056,2.33663707,11,46,105,20,2,0,8,16,-4.03257775
194,2.460452557,2.338826673,11,47,105,20,2,0,8,16,-4.029102261
196,2.458247846,2.331363106,11,48,105,20,3,0,8,16,-4.014533854
197,2.458202248,2.330147927,11,48,106,20,3,0,8,16,-4.005775419
198,2.458517543,2.330715928,11,49,107,19,3,0,8,16,-3.994482956
207,2.459206536,2.342403962,14,49,113,19,2,0,8,16,-3.981584545
216,2.460448351,2.340210557,15,56,113,17,3,0,8,16,-4.034734502
223,2.461538114,2.335743415,13,59,118,18,3,0,8,16,-4.15546443
225,2.462755328,2.335287791,15,62,114,20,2,0,8,16,-4.153200598
226,2.462562086,2.334160566,15,63,114,19,2,0,8,16,-4.179540502
227,2.461540332,2.347132115,15,63,115,19,2,0,8,16,-4.190831103
229,2.462070134,2.338718382,15,65,113,20,3,0,8,16,-4.171833918
230,2.462258544,2.342069394,15,67,113,19,3,0,8,16,-4.171716177
231,2.461963302,2.344345386,15,67,113,19,3,0,8,16,-4.176213198
232,2.463150067,2.344127308,15,68,113,19,3,0,8,16,-4.173400297
233,2.462703574,2.343725966,15,69,113,19,3,0,8,16,-4.170363863
234,2.463788594,2.354552111,16,67,114,19,4,0,8,16,-4.232463272
235,2.46398875,2.356125783,16,67,115,20,3,0,8,16,-4.233542536
236,2.464022457,2.354488963,16,67,115,20,3,0,8,16,-4.217029856
237,2.464462655,2.338698616,16,68,114,21,3,0,8,16,-4.225580853
1,2.409070639,2.302313874,0,0,1,0,0,0,8,16,-3.78621905
2,2.410095109,2.301229018,0,0,1,1,0,0,8,16,-4.136038857
3,2.410943664,2.299725379,0,0,2,1,0,0,8,16,-4.024685595
4,2.411214764,2.301144654,0,0,3,1,0,0,8,16,-3.983605099
5,2.410114186,2.297098712,0,1,4,0,0,0,8,16,-3.938102702
6,2.410676492,2.296326515,0,2,4,0,0,0,8,16,-3.911924854
7,2.410411719,2.295345586,0,2,5,0,0,0,8,16,-3.852371089
8,2.410630761,2.292753373,0,2,6,0,0,0,8,16,-3.886316743
9,2.411628167,2.299072864,0,1,8,0,0,0,8,16,-3.928980939
10,2.411341473,2.30258557,0,1,9,0,0,0,8,16,-3.916088287
11,2.411646084,2.304880149,0,1,10,0,0,0,8,16,-3.919743853
12,2.41205963,2.302848682,0,1,11,0,0,0,8,16,-3.92330707
13,2.412217941,2.302193211,0,1,12,0,0,0,8,16,-3.975678613
15,2.412734441,2.298238077,1,1,13,0,0,0,8,16,-4.093302654
21,2.414845457,2.298362928,2,2,15,2,0,0,8,16,-4.078081547
22,2.414840717,2.299225922,2,2,16,2,0,0,8,16,-4.06684907
23,2.416170501,2.298971366,3,2,16,2,0,0,8,16,-4.145360482
60,2.423002499,2.305683444,7,3,44,4,2,0,8,16,-4.18875175
63,2.424255325,2.305407267,7,3,47,4,2,0,8,16,-4.149891422
66,2.423740043,2.305739636,7,3,50,4,2,0,8,16,-4.127961593
96,2.430568685,2.335542187,10,10,66,7,3,0,8,16,-4.100959943
141,2.435477893,2.330883599,10,26,89,12,2,0,8,16,-4.023794996
149,2.440273363,2.329649836,10,30,93,12,2,0,8,16,-4.018328532
150,2.441048815,2.330630788,10,31,93,12,2,0,8,16,-4.013795852
152,2.440836206,2.331441921,10,33,92,13,2,0,8,16,-4.013000067
153,2.441775632,2.328457668,11,33,93,12,2,0,8,16,-4.020956532
156,2.442203498,2.345934044,11,35,94,11,2,0,8,16,-4.034050809
157,2.444308894,2.341906797,12,35,94,11,2,0,8,16,-4.037528807
164,2.446858684,2.337642179,14,43,92,11,1,0,8,16,-4.097008972
170,2.448248546,2.329082269,14,43,99,10,1,0,8,16,-4.110257316
173,2.448892243,2.339223308,14,44,100,11,1,0,8,16,-4.100835641
175,2.4484872,2.347276322,14,44,102,10,2,0,8,16,-4.082844632
178,2.448103295,2.344572388,14,45,103,11,2,0,8,16,-4.07337155
184,2.449623313,2.349624517,13,45,110,11,2,0,8,16,-4.133498743
185,2.450137112,2.349608965,13,46,109,11,3,0,8,16,-4.127557444
186,2.449958407,2.345571025,13,47,109,11,3,0,8,16,-4.114043731
191,2.450452058,2.349699878,14,52,107,12,2,0,8,16,-4.128832148
201,2.455062146,2.287587423,16,55,108,13,4,0,8,16,-4.161035791
206,2.457200129,2.28952244,19,56,109,13,4,0,8,16,-4.243398749
208,2.457396342,2.295827855,19,58,108,15,3,0,8,16,-4.233502762
210,2.457822303,2.295756432,19,57,111,15,3,0,8,16,-4.228884924
212,2.459118337,2.302847244,18,59,110,16,3,0,8,16,-4.23881231
213,2.459341632,2.288385729,18,59,111,16,3,0,8,16,-4.260636501
214,2.459504068,2.293595532,18,58,112,17,3,0,8,16,-4.249953695
221,2.46085482,2.287762855,18,60,116,14,5,0,8,16,-4.285542193
1,2.409807076,2.311462662,0,0,1,0,0,0,8,16,-4.380954887
2,2.410765512,2.309528778,0,0,2,0,0,0,8,16,-4.234889006
3,2.411528199,2.300988973,0,1,2,0,0,0,8,16,-4.08473498
4,2.411933303,2.296911413,0,1,3,0,0,0,8,16,-3.976975098
5,2.412168025,2.297260237,0,1,3,1,0,0,8,16,-4.035891849
6,2.411597164,2.297390013,0,2,3,1,0,0,8,16,-3.981187589
7,2.411403675,2.298520803,0,2,4,1,0,0,8,16,-3.998004073
8,2.410570052,2.298875832,0,2,5,1,0,0,8,16,-4.035435446
9,2.410862104,2.300739678,0,2,6,1,0,0,8,16,-4.057839252
10,2.411302023,2.301090447,0,2,6,2,0,0,8,16,-3.970138414
11,2.411135146,2.301283112,0,2,7,2,0,0,8,16,-3.973970482
12,2.411327832,2.303025491,0,2,8,2,0,0,8,16,-3.949331292
13,2.412052014,2.304515984,0,3,8,2,0,0,8,16,-3.94347848
14,2.40852097,2.305673887,0,3,8,3,0,0,8,16,-4.127367428
15,2.40978243,2.305384171,0,3,10,2,0,0,8,16,-4.132594359
16,2.408776133,2.305894165,0,3,11,2,0,0,8,16,-4.113499635
17,2.409112357,2.306092944,0,3,12,2,0,0,8,16,-4.086164208
18,2.408964252,2.307640654,0,3,13,2,0,0,8,16,-4.092540731
19,2.408512825,2.309663546,0,3,14,2,0,0,8,16,-4.083117277
20,2.409204602,2.309087588,0,3,15,2,0,0,8,16,-4.073201894
21,2.408909728,2.311587371,0,3,16,2,0,0,8,16,-4.082729168
22,2.408778558,2.311380722,0,4,16,2,0,0,8,16,-4.078828737
23,2.410051733,2.311909033,0,4,16,2,1,0,8,16,-4.06889022
24,2.410524724,2.312254667,0,4,17,2,1,0,8,16,-4.059445494
25,2.411746842,2.312872453,0,4,18,2,1,0,8,16,-4.059540881
26,2.412782187,2.310230682,0,4,19,3,0,0,8,16,-4.081660386
27,2.413177383,2.311272488,0,4,21,2,0,0,8,16,-4.074207593
28,2.413105438,2.30464832,0,5,21,2,0,0,8,16,-4.076113386
29,2.413012596,2.305170205,0,5,22,2,0,0,8,16,-4.07641351
30,2.413073763,2.303324473,0,5,23,2,0,0,8,16,-4.057623565
31,2.41235657,2.304969455,0,5,24,2,0,0,8,16,-4.032934587
32,2.412032114,2.302331037,0,5,25,2,0,0,8,16,-4.028634774
33,2.411985844,2.304434184,0,5,26,2,0,0,8,16,-4.024719324
34,2.412577942,2.306729419,0,5,27,2,0,0,8,16,-4.009911522
35,2.412674041,2.309545757,0,5,27,3,0,0,8,16,-4.020758226
36,2.412025478,2.319274277,0,6,27,3,0,0,8,16,-3.993544913
37,2.412452039,2.313702745,0,5,29,3,0,0,8,16,-4.01589175
38,2.412558569,2.314993254,0,5,30,3,0,0,8,16,-4.018282669
39,2.412625225,2.311974441,0,5,31,3,0,0,8,16,-4.000969677
40,2.411005331,2.316707832,0,5,32,3,0,0,8,16,-3.989548668
41,2.412386275,2.316533287,0,5,33,3,0,0,8,16,-3.982217123
42,2.412644205,2.314625881,0,5,34,3,0,0,8,16,-3.974071984
43,2.4111028,2.30626378,0,5,34,4,0,0,8,16,-3.964592275
44,2.411131779,2.306188231,0,5,34,5,0,0,8,16,-3.954208621
45,2.411071064,2.306264916,0,6,34,5,0,0,8,16,-3.962877376
46,2.410924604,2.309403877,0,6,35,5,0,0,8,16,-3.968687154
47,2.411932282,2.311378929,0,7,35,5,0,0,8,16,-3.969288438
48,2.412133669,2.311029609,0,7,36,5,0,0,8,16,-3.963732876
49,2.413230888,2.309955548,0,7,37,5,0,0,8,16,-3.961649743
50,2.413743485,2.308739001,0,7,38,5,0,0,8,16,-3.957683168
51,2.415772228,2.308732346,0,8,38,4,1,0,8,16,-3.968387299
52,2.416465493,2.308967851,0,8,39,4,1,0,8,16,-3.961944434
53,2.416807934,2.309032796,0,8,39,5,1,0,8,16,-3.952178398
54,2.415729459,2.309570422,0,8,40,5,1,0,8,16,-3.953726659
55,2.415542941,2.309834743,0,8,41,5,1,0,8,16,-3.954311325
56,2.416022762,2.309009799,0,8,41,5,2,0,8,16,-3.942559573
57,2.414892239,2.30873697,0,8,41,7,1,0,8,16,-3.968418746
58,2.416037211,2.304014448,0,9,41,7,1,0,8,16,-3.982353241
59,2.416187572,2.305084177,0,9,43,6,1,0,8,16,-3.986465147
60,2.416089061,2.30141098,0,9,44,6,1,0,8,16,-3.98039036
61,2.414720198,2.301454059,0,10,44,6,1,0,8,16,-3.979856296
62,2.415573081,2.30630706,1,10,44,6,1,0,8,16,-3.976328242
63,2.418485108,2.307912569,1,10,45,6,1,0,8,16,-3.95774136
70,2.416952682,2.303258011,3,13,47,6,1,0,8,16,-4.020686434
72,2.418392031,2.296375207,3,13,49,6,1,0,8,16,-4.022891157
73,2.417433045,2.295000119,4,13,49,7,0,0,8,16,-4.006594508
76,2.418485956,2.299470202,5,12,53,6,0,0,8,16,-3.966011038
130,2.430090635,2.333645154,11,26,73,18,2,0,8,16,-3.954776599
141,2.433701232,2.332200822,10,31,79,18,3,0,8,16,-3.985955536
143,2.433375035,2.323958119,10,32,80,18,3,0,8,16,-3.975163641
151,2.435409005,2.335343418,11,32,86,20,2,0,8,16,-3.971360862
152,2.437284056,2.33011988,11,33,86,20,2,0,8,16,-3.971841036
154,2.436927722,2.340218277,11,33,88,20,2,0,8,16,-3.97704203
158,2.436127484,2.337595073,11,33,91,21,2,0,8,16,-3.957397644
159,2.43698645,2.339095909,11,32,91,23,2,0,8,16,-3.956658586
194,2.445092893,2.344705899,13,53,97,22,7,0,8,16,-4.209366771
197,2.447038644,2.345874247,15,51,101,22,6,0,8,16,-4.25893369
198,2.446976062,2.345072992,15,52,102,21,6,0,8,16,-4.245485246
199,2.448092774,2.344972818,15,52,103,21,6,0,8,16,-4.23956156
200,2.448831819,2.346712437,16,52,103,21,6,0,8,16,-4.224610323
201,2.448792039,2.347461559,16,52,104,21,6,0,8,16,-4.223945067
202,2.450233005,2.349316449,16,53,104,21,6,0,8,16,-4.21830847
221,2.458511239,2.352057458,19,64,106,18,9,0,8,16,-4.327453303
225,2.459881828,2.348951254,19,65,109,15,11,0,8,16,-4.351052169
231,2.460878084,2.341561633,18,68,114,12,12,0,8,16,-4.355955394
232,2.46680793,2.314914672,19,74,108,13,11,0,8,16,-4.52631713
233,2.469124025,2.305591914,19,74,109,12,12,0,8,16,-4.555702808
234,2.467328767,2.315614728,18,75,109,10,14,0,8,16,-4.564629285
235,2.468550958,2.281448729,19,75,106,12,13,0,8,16,-4.583284812
236,2.468963522,2.284185482,20,75,106,12,13,0,8,16,-4.587067579
237,2.470600262,2.308300063,18,77,107,13,12,0,8,16,-4.631321349
238,2.469391496,2.310480019,19,78,106,12,13,0,8,16,-4.662613633
239,2.469035798,2.307806998,19,80,105,12,13,0,8,16,-4.675868711
1,2.407190722,2.29655176,0,0,1,0,0,0,8,16,-3.779404905
2,2.406703365,2.295981129,0,0,1,1,0,0,8,16,-3.77024782
3,2.406645553,2.297115945,0,1,1,1,0,0,8,16,-3.805129382
4,2.407652881,2.297391402,0,2,2,0,0,0,8,16,-3.853128093
5,2.407557728,2.297882632,0,2,3,0,0,0,8,16,-3.910223447
6,2.407166633,2.298302648,0,2,4,0,0,0,8,16,-3.857216258
7,2.40658852,2.29645456,0,1,6,0,0,0,8,16,-3.925719151
8,2.407030957,2.297345772,0,1,7,0,0,0,8,16,-3.915328403
9,2.407743797,2.298424569,0,1,7,1,0,0,8,16,-3.840138617
10,2.408346424,2.299978089,0,0,9,1,0,0,8,16,-3.898347106
11,2.409276684,2.314304447,0,1,9,1,0,0,8,16,-3.88940575
12,2.40866774,2.312274025,0,1,10,1,0,0,8,16,-3.93182529
13,2.408138353,2.314548881,0,1,11,1,0,0,8,16,-3.98499337
14,2.407651408,2.312608846,0,1,12,1,0,0,8,16,-3.957595834
15,2.407280286,2.311990597,0,1,12,2,0,0,8,16,-3.924598262
16,2.408160209,2.309472477,0,1,14,1,0,0,8,16,-3.950861646
17,2.408350825,2.307044638,0,1,15,1,0,0,8,16,-3.928327986
18,2.408339146,2.307357539,0,1,16,1,0,0,8,16,-3.914064638
19,2.408706949,2.303264164,0,1,16,2,0,0,8,16,-3.967466055
20,2.408646027,2.302124373,0,2,16,2,0,0,8,16,-3.979594962
21,2.408119506,2.302037543,0,2,16,2,1,0,8,16,-3.964338337
22,2.408999791,2.302858329,0,2,17,2,1,0,8,16,-3.977288451
23,2.408593583,2.302882051,0,2,18,2,1,0,8,16,-3.962221134
24,2.408095871,2.303981278,0,2,19,2,1,0,8,16,-3.978011919
25,2.408282127,2.306170204,0,2,20,2,1,0,8,16,-3.982496353
26,2.408667626,2.310298427,0,2,21,2,1,0,8,16,-3.975268418
27,2.409420421,2.306712844,0,2,21,2,2,0,8,16,-3.966450333
28,2.410019833,2.305437669,0,2,22,3,1,0,8,16,-3.960902485
29,2.410855653,2.306238207,0,2,23,2,2,0,8,16,-3.953028351
30,2.412974976,2.305206021,0,2,23,3,2,0,8,16,-3.964352318
33,2.411261232,2.313419408,2,2,23,4,2,0,8,16,-3.997075776
40,2.411248958,2.316235352,3,2,30,4,1,0,8,16,-4.043466309
42,2.4118679,2.317224861,3,2,30,5,2,0,8,16,-4.004423765
43,2.410505735,2.314083616,3,3,30,5,2,0,8,16,-4.020154116
44,2.411088135,2.318249643,3,3,30,6,2,0,8,16,-4.007927075
45,2.411409893,2.322866422,3,3,31,6,2,0,8,16,-4.013335014
46,2.410708663,2.311910323,3,3,33,5,2,0,8,16,-4.036899563
47,2.411143009,2.312897382,3,4,33,5,2,0,8,16,-3.999758829
48,2.411368562,2.309810546,3,4,34,5,2,0,8,16,-4.000690126
49,2.411384606,2.314449348,3,4,35,5,2,0,8,16,-3.995316917
50,2.412766751,2.314401184,3,4,35,6,2,0,8,16,-4.001833256
51,2.413550459,2.315521618,3,4,37,5,2,0,8,16,-4.001519504
52,2.414009392,2.318419911,3,4,38,5,2,0,8,16,-4.003501361
53,2.414559784,2.318996946,3,4,39,5,2,0,8,16,-4.011681493
54,2.414180503,2.32015986,3,4,40,5,2,0,8,16,-4.027532657
55,2.414760893,2.323900951,3,4,41,5,2,0,8,16,-4.030126305
56,2.414761699,2.327141938,3,4,42,5,2,0,8,16,-4.031411575
57,2.415188461,2.328621143,3,4,43,5,2,0,8,16,-4.021205899
59,2.416237311,2.327581956,3,4,45,5,2,0,8,16,-3.996775028
60,2.415921884,2.32349185,3,4,46,5,2,0,8,16,-3.996165341
61,2.415673656,2.327113627,3,4,46,6,2,0,8,16,-3.984701056
62,2.416340035,2.327616884,3,4,47,6,2,0,8,16,-3.989549002
63,2.415779085,2.328569317,3,4,47,7,2,0,8,16,-4.000722164
64,2.414976035,2.326312445,3,4,48,7,2,0,8,16,-4.020051417
65,2.414722864,2.32640397,4,4,48,7,2,0,8,16,-4.008551923
66,2.414847609,2.329919714,5,4,48,7,2,0,8,16,-4.00058237
67,2.414487957,2.334487754,5,5,48,7,2,0,8,16,-3.979315084
68,2.41505051,2.328525129,5,5,49,7,2,0,8,16,-3.982996472
69,2.415444534,2.328329286,5,5,50,7,2,0,8,16,-3.985271137
70,2.415259439,2.328092503,5,6,50,7,2,0,8,16,-3.953424049
71,2.415067344,2.329348511,6,6,50,7,2,0,8,16,-3.934541763
72,2.415999273,2.328306293,6,5,51,8,2,0,8,16,-3.917302361
84,2.418417026,2.320663028,7,9,59,8,1,0,8,16,-3.93598192
87,2.420401906,2.320873021,9,10,59,8,1,0,8,16,-3.953227854
88,2.420643761,2.321531205,10,10,58,9,1,0,8,16,-3.936304591
89,2.421004496,2.322200066,10,10,59,9,1,0,8,16,-3.942789433
91,2.421460627,2.321633608,10,11,60,9,1,0,8,16,-3.949303066
112,2.428257401,2.328088901,12,15,72,11,2,0,8,16,-4.004633093
135,2.427064536,2.323620239,15,18,87,13,2,0,8,16,-3.978583093
141,2.428516877,2.344851206,15,21,90,12,2,0,8,16,-4.006056091
143,2.431624353,2.345840001,15,22,90,13,2,0,8,16,-4.001598314
145,2.432909825,2.347098786,15,22,92,13,2,0,8,16,-3.992413434
150,2.43462064,2.354313705,15,22,93,17,1,0,8,16,-3.988064293
151,2.436651695,2.354001387,15,22,94,17,1,0,8,16,-3.979699878
153,2.437859022,2.351131766,15,24,93,18,1,0,8,16,-3.981698679
154,2.439072769,2.354086611,15,24,94,18,1,0,8,16,-3.97233255
155,2.437346053,2.351916919,15,25,94,17,2,0,8,16,-3.965602052
157,2.435279727,2.348995138,15,25,94,19,2,0,8,16,-3.97232921
158,2.436694547,2.357382547,15,26,93,20,2,0,8,16,-3.970207698
161,2.435617916,2.37095141,16,26,94,21,2,0,8,16,-3.950856443
167,2.439397928,2.350102428,18,28,98,19,1,0,8,16,-3.985411368
168,2.440241287,2.351236127,18,28,99,19,1,0,8,16,-3.986873271
171,2.440411293,2.344571399,18,29,99,21,1,0,8,16,-3.989117647
175,2.438939851,2.351855592,18,30,102,21,1,0,8,16,-3.97437682
181,2.443024295,2.332849433,19,31,103,24,1,0,8,16,-4.03278932
195,2.445654298,2.351984482,20,43,105,21,2,0,8,16,-4.065063027
196,2.445930729,2.352183162,20,44,105,21,2,0,8,16,-4.062580325
197,2.445397821,2.356045307,20,44,106,21,2,0,8,16,-4.052675574
200,2.443769906,2.357207301,20,45,106,22,2,0,8,16,-4.045680389
201,2.44409394,2.355508715,20,45,107,22,2,0,8,16,-4.04054354
221,2.455928319,2.353170071,22,59,109,16,4,0,8,16,-4.175303985
222,2.455618145,2.363481624,22,60,109,16,4,0,8,16,-4.179741903
223,2.458152217,2.34965827,23,60,110,14,5,0,8,16,-4.186416567
224,2.455833375,2.348293962,24,59,112,14,4,0,8,16,-4.200509798
225,2.457026917,2.358634178,24,57,114,14,4,0,8,16,-4.224795814
226,2.457057563,2.353133857,24,58,115,12,4,0,8,16,-4.24388498
227,2.455582887,2.354976788,24,57,115,13,4,0,8,16,-4.23244687
228,2.455568472,2.354634047,25,57,114,13,5,0,8,16,-4.223249685
229,2.456268505,2.350631128,25,57,115,13,5,0,8,16,-4.216731572
230,2.456556278,2.356026474,25,57,115,14,5,0,8,16,-4.207523067
231,2.457329924,2.353686548,26,57,115,15,4,0,8,16,-4.218750187
232,2.456194235,2.353564446,26,57,115,15,4,0,8,16,-4.22275346
1,2.409603531,2.296820378,0,0,1,0,0,0,8,16,-4.292246478
2,2.410804419,2.296753562,0,0,2,0,0,0,8,16,-4.211485429
3,2.410667419,2.295303166,0,1,2,0,0,0,8,16,-4.107144769
4,2.411246472,2.294549662,0,1,3,0,0,0,8,16,-3.977777239
5,2.409900559,2.294500446,0,2,3,0,0,0,8,16,-3.971923443
6,2.410916516,2.294875859,0,2,4,0,0,0,8,16,-4.011334984
7,2.411519074,2.296191674,0,3,4,0,0,0,8,16,-3.972907539
8,2.41182187,2.296472835,0,3,5,0,0,0,8,16,-3.986572806
9,2.411558273,2.296997538,0,3,6,0,0,0,8,16,-3.945398624
10,2.41172501,2.298394308,0,3,7,0,0,0,8,16,-3.942786151
11,2.41160899,2.298638242,0,3,7,1,0,0,8,16,-3.870556212
12,2.412095963,2.298523892,0,3,8,1,0,0,8,16,-3.884812823
13,2.411623001,2.299834931,0,3,9,1,0,0,8,16,-3.87444019
14,2.412330642,2.300764499,0,3,10,1,0,0,8,16,-3.940848401
15,2.412279557,2.301646653,0,3,11,1,0,0,8,16,-3.963118291
16,2.41026869,2.302488466,0,3,11,2,0,0,8,16,-4.108428012
17,2.410144525,2.302382301,0,3,12,2,0,0,8,16,-4.086999891
18,2.41008371,2.303763049,0,3,13,2,0,0,8,16,-4.077890434
19,2.410016609,2.30598768,0,3,14,2,0,0,8,16,-4.064320127
20,2.408848835,2.30872527,0,3,15,2,0,0,8,16,-4.053622104
21,2.410494691,2.310515102,0,3,16,2,0,0,8,16,-4.036991035
22,2.410036019,2.305429776,1,3,16,2,0,0,8,16,-4.085684075
23,2.409632421,2.306067429,1,3,17,2,0,0,8,16,-4.080958157
32,2.410269753,2.296571975,1,5,23,3,0,0,8,16,-4.091568384
45,2.415835698,2.292959824,3,6,32,4,0,0,8,16,-4.066664611
61,2.413607172,2.299647454,3,10,40,7,1,0,8,16,-4.059253744
67,2.414777313,2.299215826,3,8,47,8,1,0,8,16,-4.068647033
81,2.417876648,2.297597982,3,12,53,12,1,0,8,16,-4.027820661
82,2.418776193,2.29755662,4,11,54,12,1,0,8,16,-4.009109546
84,2.419185524,2.302743651,4,12,53,14,1,0,8,16,-3.977719762
87,2.417842497,2.309894368,4,13,55,14,1,0,8,16,-3.959082605
88,2.417645215,2.310466669,4,14,55,14,1,0,8,16,-3.955061602
90,2.419139289,2.30975883,4,15,55,15,1,0,8,16,-3.936866027
124,2.424916512,2.309291235,7,27,65,21,4,0,8,16,-3.943938573
147,2.432882488,2.283252475,7,35,80,20,5,0,8,16,-3.915829678
152,2.435955669,2.267906627,7,35,84,20,5,0,8,16,-3.898855907
153,2.437860839,2.269123589,7,35,85,20,5,0,8,16,-3.895879493
154,2.436693779,2.269550104,7,35,86,20,5,0,8,16,-3.900526619
159,2.443195351,2.288952628,8,38,84,24,3,0,8,16,-3.965411271
160,2.442443264,2.294012125,10,37,84,24,3,0,8,16,-3.950626561
161,2.44208956,2.29406735,10,37,84,25,3,0,8,16,-3.948533604
173,2.446405066,2.31593976,11,42,90,23,5,0,8,16,-3.934185331
176,2.450717251,2.306455361,11,42,93,24,4,0,8,16,-3.924982125
177,2.451334153,2.311418613,11,42,94,25,3,0,8,16,-3.92657445
178,2.451315895,2.312760439,11,42,94,27,2,0,8,16,-3.923233012
179,2.452380466,2.301249035,11,42,94,27,3,0,8,16,-3.925421333
182,2.452450718,2.297059777,11,43,97,25,4,0,8,16,-3.91252934
184,2.451199291,2.309234398,11,43,98,27,3,0,8,16,-3.893578288
189,2.452620479,2.343484635,10,44,107,24,2,0,8,16,-3.89587078
190,2.453680687,2.340343823,11,44,108,23,2,0,8,16,-3.887319628
191,2.454312724,2.327572395,11,45,108,23,2,0,8,16,-3.891291014
194,2.45669736,2.325683163,11,47,109,22,3,0,8,16,-3.903474619
195,2.456890811,2.324890407,11,47,110,22,3,0,8,16,-3.899893777
196,2.457244256,2.317682411,11,47,111,22,3,0,8,16,-3.888633193
197,2.459070153,2.29684591,11,47,111,22,4,0,8,16,-3.88058734
202,2.459003821,2.295928959,12,51,110,21,5,0,8,16,-3.896523518
203,2.458697513,2.293785251,12,51,111,21,5,0,8,16,-3.888797498
204,2.458757711,2.293968793,12,52,111,21,5,0,8,16,-3.889148513
205,2.460089988,2.290799554,12,53,111,21,5,0,8,16,-3.887502345
208,2.459142039,2.307273804,14,52,113,22,4,0,8,16,-3.910243809
214,2.46205306,2.278669922,14,56,114,21,5,0,8,16,-3.970536587
236,2.475508423,2.345327757,10,72,121,18,7,0,8,16,-4.508848031
237,2.478563489,2.332094561,10,76,117,19,6,0,8,16,-4.603859181
238,2.477538624,2.340027135,13,74,118,16,7,0,8,16,-4.673488403
239,2.479668715,2.342315486,10,78,115,21,4,0,8,16,-4.749017612
240,2.47863681,2.355219594,10,78,115,19,7,0,8,16,-4.759978823
241,2.481315613,2.365686453,9,76,122,16,6,0,8,16,-4.798420781
242,2.473984096,2.364408713,11,77,117,17,8,0,8,16,-4.800213636
243,2.475543186,2.364944819,11,77,121,15,7,0,8,16,-4.836116254
244,2.47761668,2.380736788,12,81,118,15,6,0,8,16,-4.949895896
1,2.410367402,2.335049336,0,0,1,0,0,0,8,16,-4.076244884
2,2.406977244,2.328765292,0,0,2,0,0,0,8,16,-4.144621008
3,2.405641138,2.323622196,1,0,2,0,0,0,8,16,-3.706508335
4,2.407046525,2.321523266,1,0,3,0,0,0,8,16,-3.532623727
5,2.40535637,2.321525212,0,0,5,0,0,0,8,16,-3.949685146
6,2.404713145,2.321158638,0,0,5,1,0,0,8,16,-3.939007232
7,2.40600022,2.321333198,0,0,5,2,0,0,8,16,-3.929656388
8,2.40597781,2.323443636,0,0,6,2,0,0,8,16,-3.940143466
9,2.406501062,2.324467482,0,0,7,2,0,0,8,16,-3.944352089
10,2.407254242,2.329760687,0,0,7,3,0,0,8,16,-4.018000695
11,2.40733393,2.327559787,0,0,7,4,0,0,8,16,-4.06419016
12,2.408117884,2.329188689,0,0,7,5,0,0,8,16,-4.005411632
13,2.408046748,2.329894984,0,0,8,5,0,0,8,16,-4.026825431
14,2.40811808,2.326389322,0,0,9,5,0,0,8,16,-4.008015152
15,2.406868225,2.322429141,0,0,9,5,1,0,8,16,-3.970162657
16,2.407403555,2.32369355,0,0,10,5,1,0,8,16,-3.986870854
17,2.407428682,2.32465057,1,0,10,5,1,0,8,16,-4.116258278
18,2.407837748,2.32643015,1,0,11,5,1,0,8,16,-4.106404209
19,2.406703831,2.324735661,1,0,12,5,1,0,8,16,-4.066146702
20,2.407053448,2.326863001,1,0,13,5,1,0,8,16,-4.077261265
21,2.407981475,2.329984743,1,0,14,5,1,0,8,16,-4.071612624
22,2.409634318,2.329743,1,0,14,6,1,0,8,16,-4.030817398
23,2.408165269,2.329274426,1,1,14,6,1,0,8,16,-4.020613185
24,2.40705,2.326444406,1,1,15,6,1,0,8,16,-4.013323096
25,2.406851583,2.320321702,1,2,15,6,1,0,8,16,-4.0185611
26,2.407989553,2.314658078,1,0,18,6,1,0,8,16,-4.057557694
27,2.409792945,2.316747282,1,0,19,6,1,0,8,16,-4.061703625
28,2.409795149,2.316353705,1,0,20,6,1,0,8,16,-4.056035778
29,2.411142972,2.315889835,1,0,21,6,1,0,8,16,-4.050679284
30,2.409738377,2.314432578,1,0,22,6,1,0,8,16,-4.065729069
31,2.411003038,2.311429317,1,0,22,7,1,0,8,16,-4.07002565
